Month,Sector,PE,ROE
2017-06,FASHION,11.11,6.62
2017-06,FIN,17.58,17.14
2017-06,FINCIAL,26.16,11.33
2017-06,FOOD,21.11,12.35
2017-06,HELTH,36.76,17.42
2017-06,HOME,15.73,7.87
2017-06,ICT,24.68,13.1
2017-06,IMM,21.11,6.3
2017-06,INDUS,30.36,6.91
2017-06,INSUR,8.6,11.15
2017-06,MEDIA,6982.94,-0.15
2017-06,MINE,6.01,17.13
2017-06,PAPER,25.39,10.03
2017-06,PERSON,19.74,8.69
2017-06,PETRO,10.01,14.86
2017-06,PF&REIT,,
2017-06,PKG,14.56,10.73
2017-06,PROF,30.4,7.22
2017-06,PROP,18.96,9.83
2017-06,PROPCON,173.82,3.05
2017-06,RESOURC,38.96,2.96
2017-06,SERVICE,1190.68,-0.16
2017-06,STEEL,16.3,7.2
2017-06,TECH,,-19.35
2017-06,TOURISM,33.12,6.71
2017-06,TRANS,54.45,5.45
2017-07,AGRI,29.87,-0.47
2017-07,AGRO,,-8.75
2017-07,AUTO,16.03,9.59
2017-07,BANK,10.56,10.76
2017-07,COMM,29.65,16.5
2017-07,CONMAT,12.39,16.97
2017-07,CONS,26.6,4.62
2017-07,CONSUMP,25.8,11.01
2017-07,ENERG,12.22,12.56
2017-07,ETRON,16.67,12.99
2017-07,FASHION,11.0,6.01
2017-07,FIN,17.45,14.45
2017-07,FINCIAL,26.04,11.29
2017-07,FOOD,20.83,11.79
2017-07,HELTH,36.9,17.33
2017-07,HOME,15.51,6.56
2017-07,ICT,25.94,14.35
2017-07,IMM,21.47,7.48
2017-07,INDUS,30.39,7.61
2017-07,INSUR,8.25,9.55
2017-07,MEDIA,6608.11,-2.56
2017-07,MINE,6.15,15.21
2017-07,PAPER,21.76,12.11
2017-07,PERSON,20.58,6.94
2017-07,PETRO,10.25,15.36
2017-07,PF&REIT,,
2017-07,PKG,14.36,10.12
2017-07,PROF,29.61,6.45
2017-07,PROP,18.69,10.82
2017-07,PROPCON,181.24,3.55
2017-07,RESOURC,37.86,4.17
2017-07,SERVICE,1146.47,-9.55
2017-07,STEEL,16.15,1.26
2017-07,TECH,,0.82
2017-07,TOURISM,34.6,7.3
2017-07,TRANS,57.4,5.77
2017-08,AGRI,,-0.47
2017-08,AGRO,,-8.75
2017-08,AUTO,15.11,9.59
2017-08,BANK,10.89,10.76
2017-08,COMM,29.21,16.5
2017-08,CONMAT,13.16,16.97
2017-08,CONS,40.6,4.62
2017-08,CONSUMP,27.77,11.01
2017-08,ENERG,12.64,12.56
2017-08,ETRON,17.52,12.99
2017-08,FASHION,11.11,6.01
2017-08,FIN,16.93,14.45
2017-08,FINCIAL,30.45,11.29
2017-08,FOOD,21.58,11.79
2017-08,HELTH,35.48,17.33
2017-08,HOME,16.26,6.56
2017-08,ICT,30.36,14.35
2017-08,IMM,22.24,7.48
2017-08,INDUS,36.68,7.61
2017-08,INSUR,14.91,9.55
2017-08,MEDIA,,-2.56
2017-08,MINE,6.05,15.21
2017-08,PAPER,23.75,12.11
2017-08,PERSON,18.87,6.94
2017-08,PETRO,10.99,15.36
2017-08,PF&REIT,,
2017-08,PKG,14.94,10.12
2017-08,PROF,29.27,6.45
2017-08,PROP,17.17,10.82
2017-08,PROPCON,61.04,3.55
2017-08,RESOURC,46.3,4.17
2017-08,SERVICE,,-9.55
2017-08,STEEL,46.67,1.26
2017-08,TECH,371.33,0.82
2017-08,TOURISM,32.91,7.3
2017-08,TRANS,64.2,5.77
2017-09,AGRI,,-0.47
2017-09,AGRO,,-8.75
2017-09,AUTO,15.45,9.59
2017-09,BANK,11.39,10.76
2017-09,COMM,31.52,16.5
2017-09,CONMAT,13.3,16.97
2017-09,CONS,40.8,4.62
2017-09,CONSUMP,34.56,11.01
2017-09,ENERG,12.98,12.56
2017-09,ETRON,18.25,12.99
2017-09,FASHION,11.19,6.01
2017-09,FIN,18.19,14.45
2017-09,FINCIAL,31.12,11.29
2017-09,FOOD,22.39,11.79
2017-09,HELTH,35.17,17.33
2017-09,HOME,15.68,6.56
2017-09,ICT,31.48,14.35
2017-09,IMM,23.21,7.48
2017-09,INDUS,36.82,7.61
2017-09,INSUR,14.8,9.55
2017-09,MEDIA,,-2.56
2017-09,MINE,5.87,15.21
2017-09,PAPER,28.09,12.11
2017-09,PERSON,18.99,6.94
2017-09,PETRO,11.46,15.36
2017-09,PF&REIT,,
2017-09,PKG,15.76,10.12
2017-09,PROF,28.61,6.45
2017-09,PROP,18.54,10.82
2017-09,PROPCON,63.04,3.55
2017-09,RESOURC,38.42,4.17
2017-09,SERVICE,,-9.55
2017-09,STEEL,48.45,1.26
2017-09,TECH,231.36,0.82
2017-09,TOURISM,35.33,7.3
2017-09,TRANS,65.78,5.77
2017-10,AGRI,,2.61
2017-10,AGRO,,-7.43
2017-10,AUTO,16.12,9.74
2017-10,BANK,11.6,10.08
2017-10,COMM,33.5,16.39
2017-10,CONMAT,13.73,16.4
2017-10,CONS,40.5,2.42
2017-10,CONSUMP,32.45,11.12
2017-10,ENERG,13.59,13.74
2017-10,ETRON,18.15,11.6
2017-10,FASHION,11.57,5.76
2017-10,FIN,19.01,14.65
2017-10,FINCIAL,30.12,6.08
2017-10,FOOD,23.42,11.73
2017-10,HELTH,36.12,16.48
2017-10,HOME,17.04,4.2
2017-10,ICT,31.62,14.96
2017-10,IMM,22.75,7.91
2017-10,INDUS,36.76,8.73
2017-10,INSUR,13.95,9.45
2017-10,MEDIA,,-1.6
2017-10,MINE,7.73,18.81
2017-10,PAPER,28.57,14.65
2017-10,PERSON,18.84,7.42
2017-10,PETRO,12.08,16.33
2017-10,PF&REIT,,
2017-10,PKG,15.57,9.23
2017-10,PROF,28.3,5.92
2017-10,PROP,20.76,11.16
2017-10,PROPCON,59.69,4.56
2017-10,RESOURC,39.74,1.65
2017-10,SERVICE,,-5.43
2017-10,STEEL,48.77,19.84
2017-10,TECH,264.29,2.37
2017-10,TOURISM,36.36,8.74
2017-10,TRANS,63.99,8.18
2017-11,AGRI,,2.61
2017-11,AGRO,,-7.43
2017-11,AUTO,16.67,9.74
2017-11,BANK,12.29,10.08
2017-11,COMM,33.37,16.39
2017-11,CONMAT,13.79,16.4
2017-11,CONS,47.2,2.42
2017-11,CONSUMP,35.13,11.12
2017-11,ENERG,13.28,13.74
2017-11,ETRON,18.06,11.6
2017-11,FASHION,12.31,5.76
2017-11,FIN,21.77,14.65
2017-11,FINCIAL,27.7,6.08
2017-11,FOOD,22.49,11.73
2017-11,HELTH,34.35,16.48
2017-11,HOME,20.62,4.2
2017-11,ICT,26.94,14.96
2017-11,IMM,20.02,7.91
2017-11,INDUS,32.8,8.73
2017-11,INSUR,16.04,9.45
2017-11,MEDIA,,-1.6
2017-11,MINE,6.49,18.81
2017-11,PAPER,23.61,14.65
2017-11,PERSON,20.46,7.42
2017-11,PETRO,11.01,16.33
2017-11,PF&REIT,,
2017-11,PKG,16.51,9.23
2017-11,PROF,24.62,5.92
2017-11,PROP,18.14,11.16
2017-11,PROPCON,45.45,4.56
2017-11,RESOURC,45.6,1.65
2017-11,SERVICE,,-5.43
2017-11,STEEL,78.07,19.84
2017-11,TECH,371.41,2.37
2017-11,TOURISM,37.76,8.74
2017-11,TRANS,66.59,8.18
2017-12,AGRI,,2.61
2017-12,AGRO,,-7.43
2017-12,AUTO,16.85,9.74
2017-12,BANK,12.4,10.08
2017-12,COMM,35.22,16.39
2017-12,CONMAT,13.87,16.4
2017-12,CONS,45.34,2.42
2017-12,CONSUMP,34.01,11.12
2017-12,ENERG,14.61,13.74
2017-12,ETRON,16.68,11.6
2017-12,FASHION,12.44,5.76
2017-12,FIN,22.32,14.65
2017-12,FINCIAL,27.31,6.08
2017-12,FOOD,22.67,11.73
2017-12,HELTH,33.83,16.48
2017-12,HOME,20.25,4.2
2017-12,ICT,29.03,14.96
2017-12,IMM,18.7,7.91
2017-12,INDUS,32.35,8.73
2017-12,INSUR,15.5,9.45
2017-12,MEDIA,,-1.6
2017-12,MINE,6.67,18.81
2017-12,PAPER,23.61,14.65
2017-12,PERSON,41.42,7.42
2017-12,PETRO,11.75,16.33
2017-12,PF&REIT,,
2017-12,PKG,16.5,9.23
2017-12,PROF,25.91,5.92
2017-12,PROP,18.41,11.16
2017-12,PROPCON,44.23,4.56
2017-12,RESOURC,46.97,1.65
2017-12,SERVICE,,-5.43
2017-12,STEEL,77.12,19.84
2017-12,TECH,212.3,2.37
2017-12,TOURISM,39.32,8.74
2017-12,TRANS,70.25,8.18
2018-01,AGRI,,3.62
2018-01,AGRO,,-7.73
2018-01,AUTO,16.65,10.02
2018-01,BANK,12.94,9.85
2018-01,COMM,35.79,16.33
2018-01,CONMAT,14.03,14.95
2018-01,CONS,46.46,2.17
2018-01,CONSUMP,35.67,11.21
2018-01,ENERG,15.92,13.65
2018-01,ETRON,16.47,10.0
2018-01,FASHION,12.61,5.28
2018-01,FIN,23.9,14.26
2018-01,FINCIAL,26.71,6.06
2018-01,FOOD,22.9,10.65
2018-01,HELTH,34.6,16.92
2018-01,HOME,20.2,4.15
2018-01,ICT,29.57,16.55
2018-01,IMM,19.14,6.55
2018-01,INDUS,32.08,7.96
2018-01,INSUR,16.23,9.47
2018-01,MEDIA,,-1.08
2018-01,MINE,6.73,14.96
2018-01,PAPER,26.06,19.43
2018-01,PERSON,47.54,7.13
2018-01,PETRO,12.97,15.56
2018-01,PF&REIT,,
2018-01,PKG,16.95,7.98
2018-01,PROF,22.8,6.39
2018-01,PROP,18.72,10.73
2018-01,PROPCON,45.21,4.49
2018-01,RESOURC,45.54,2.24
2018-01,SERVICE,,-4.59
2018-01,STEEL,76.33,1.8
2018-01,TECH,224.99,2.94
2018-01,TOURISM,36.69,9.34
2018-01,TRANS,71.43,9.18
2018-02,AGRI,9360.57,3.62
2018-02,AGRO,,-7.73
2018-02,AUTO,16.34,10.02
2018-02,BANK,13.14,9.85
2018-02,COMM,35.15,16.33
2018-02,CONMAT,13.96,14.95
2018-02,CONS,100.39,2.17
2018-02,CONSUMP,35.05,11.21
2018-02,ENERG,14.74,13.65
2018-02,ETRON,16.53,10.0
2018-02,FASHION,12.39,5.28
2018-02,FIN,24.15,14.26
2018-02,FINCIAL,40.4,6.06
2018-02,FOOD,20.9,10.65
2018-02,HELTH,34.74,16.92
2018-02,HOME,24.77,4.15
2018-02,ICT,32.16,16.55
2018-02,IMM,17.48,6.55
2018-02,INDUS,27.04,7.96
2018-02,INSUR,15.93,9.47
2018-02,MEDIA,,-1.08
2018-02,MINE,6.87,14.96
2018-02,PAPER,20.41,19.43
2018-02,PERSON,44.9,7.13
2018-02,PETRO,12.37,15.56
2018-02,PF&REIT,,
2018-02,PKG,17.09,7.98
2018-02,PROF,20.26,6.39
2018-02,PROP,17.42,10.73
2018-02,PROPCON,31.73,4.49
2018-02,RESOURC,68.59,2.24
2018-02,SERVICE,,-4.59
2018-02,STEEL,49.16,1.8
2018-02,TECH,132.92,2.94
2018-02,TOURISM,30.56,9.34
2018-02,TRANS,50.5,9.18
2018-03,AGRI,49.7,3.62
2018-03,AGRO,,-7.73
2018-03,AUTO,15.8,10.02
2018-03,BANK,12.35,9.85
2018-03,COMM,35.25,16.33
2018-03,CONMAT,14.12,14.95
2018-03,CONS,65.71,2.17
2018-03,CONSUMP,33.77,11.21
2018-03,ENERG,13.77,13.65
2018-03,ETRON,15.66,10.0
2018-03,FASHION,12.71,5.28
2018-03,FIN,23.64,14.26
2018-03,FINCIAL,42.16,6.06
2018-03,FOOD,20.75,10.65
2018-03,HELTH,35.65,16.92
2018-03,HOME,28.02,4.15
2018-03,ICT,28.08,16.55
2018-03,IMM,16.74,6.55
2018-03,INDUS,25.17,7.96
2018-03,INSUR,15.31,9.47
2018-03,MEDIA,,-1.08
2018-03,MINE,6.8,14.96
2018-03,PAPER,23.71,19.43
2018-03,PERSON,42.12,7.13
2018-03,PETRO,12.27,15.56
2018-03,PF&REIT,,
2018-03,PKG,18.62,7.98
2018-03,PROF,25.51,6.39
2018-03,PROP,16.95,10.73
2018-03,PROPCON,39.14,4.49
2018-03,RESOURC,80.76,2.24
2018-03,SERVICE,,-4.59
2018-03,STEEL,28.01,1.8
2018-03,TECH,158.69,2.94
2018-03,TOURISM,28.86,9.34
2018-03,TRANS,47.7,9.18
2018-04,AGRI,47.48,8.29
2018-04,AGRO,,-5.84
2018-04,AUTO,15.58,10.15
2018-04,BANK,11.73,10.32
2018-04,COMM,35.74,16.67
2018-04,CONMAT,13.47,14.16
2018-04,CONS,63.64,3.43
2018-04,CONSUMP,32.54,12.83
2018-04,ENERG,14.04,13.58
2018-04,ETRON,15.89,10.28
2018-04,FASHION,12.6,5.41
2018-04,FIN,23.49,15.18
2018-04,FINCIAL,41.79,7.38
2018-04,FOOD,20.29,10.55
2018-04,HELTH,34.07,15.9
2018-04,HOME,28.51,4.16
2018-04,ICT,28.02,20.48
2018-04,IMM,16.74,5.72
2018-04,INDUS,24.23,9.22
2018-04,INSUR,15.87,9.51
2018-04,MEDIA,,-0.49
2018-04,MINE,6.3,9.2
2018-04,PAPER,24.74,25.25
2018-04,PERSON,39.28,7.66
2018-04,PETRO,12.59,17.06
2018-04,PF&REIT,,
2018-04,PKG,18.56,8.83
2018-04,PROF,23.33,6.33
2018-04,PROP,17.29,10.4
2018-04,PROPCON,40.46,1.61
2018-04,RESOURC,78.86,3.47
2018-04,SERVICE,,-4.17
2018-04,STEEL,23.05,13.45
2018-04,TECH,161.43,3.99
2018-04,TOURISM,29.92,10.3
2018-04,TRANS,50.37,10.07
2018-05,AGRI,33.75,8.29
2018-05,AGRO,,-5.84
2018-05,AUTO,15.4,10.15
2018-05,BANK,11.54,10.32
2018-05,COMM,32.67,16.67
2018-05,CONMAT,14.34,14.16
2018-05,CONS,84.46,3.43
2018-05,CONSUMP,31.13,12.83
2018-05,ENERG,13.31,13.58
2018-05,ETRON,17.67,10.28
2018-05,FASHION,13.62,5.41
2018-05,FIN,20.56,15.18
2018-05,FINCIAL,39.78,7.38
2018-05,FOOD,20.45,10.55
2018-05,HELTH,34.87,15.9
2018-05,HOME,26.99,4.16
2018-05,ICT,24.39,20.48
2018-05,IMM,18.07,5.72
2018-05,INDUS,23.93,9.22
2018-05,INSUR,14.66,9.51
2018-05,MEDIA,,-0.49
2018-05,MINE,5.7,9.2
2018-05,PAPER,18.84,25.25
2018-05,PERSON,27.65,7.66
2018-05,PETRO,12.0,17.06
2018-05,PF&REIT,,
2018-05,PKG,18.27,8.83
2018-05,PROF,19.51,6.33
2018-05,PROP,17.63,10.4
2018-05,PROPCON,36.25,1.61
2018-05,RESOURC,70.39,3.47
2018-05,SERVICE,,-4.17
2018-05,STEEL,18.65,13.45
2018-05,TECH,108.91,3.99
2018-05,TOURISM,25.72,10.3
2018-05,TRANS,43.95,10.07
2018-06,AGRI,30.46,8.29
2018-06,AGRO,,-5.84
2018-06,AUTO,14.41,10.15
2018-06,BANK,11.16,10.32
2018-06,COMM,29.45,16.67
2018-06,CONMAT,13.26,14.16
2018-06,CONS,69.56,3.43
2018-06,CONSUMP,28.57,12.83
2018-06,ENERG,12.27,13.58
2018-06,ETRON,17.29,10.28
2018-06,FASHION,12.92,5.41
2018-06,FIN,19.84,15.18
2018-06,FINCIAL,36.94,7.38
2018-06,FOOD,19.08,10.55
2018-06,HELTH,32.29,15.9
2018-06,HOME,25.12,4.16
2018-06,ICT,21.9,20.48
2018-06,IMM,16.88,5.72
2018-06,INDUS,22.86,9.22
2018-06,INSUR,13.52,9.51
2018-06,MEDIA,,-0.49
2018-06,MINE,5.44,9.2
2018-06,PAPER,16.37,25.25
2018-06,PERSON,25.23,7.66
2018-06,PETRO,10.61,17.06
2018-06,PF&REIT,,
2018-06,PKG,16.72,8.83
2018-06,PROF,14.73,6.33
2018-06,PROP,16.22,10.4
2018-06,PROPCON,33.37,1.61
2018-06,RESOURC,62.19,3.47
2018-06,SERVICE,,-4.17
2018-06,STEEL,16.94,13.45
2018-06,TECH,92.97,3.99
2018-06,TOURISM,23.64,10.3
2018-06,TRANS,39.81,10.07
2018-07,AGRI,33.18,8.17
2018-07,AGRO,,-1.41
2018-07,AUTO,14.8,11.19
2018-07,BANK,12.21,10.45
2018-07,COMM,30.56,16.5
2018-07,CONMAT,14.21,13.55
2018-07,CONS,77.73,5.28
2018-07,CONSUMP,30.27,13.43
2018-07,ENERG,12.91,14.75
2018-07,ETRON,18.52,10.7
2018-07,FASHION,13.6,5.25
2018-07,FIN,20.45,17.78
2018-07,FINCIAL,39.18,4.84
2018-07,FOOD,20.63,9.97
2018-07,HELTH,34.26,16.0
2018-07,HOME,25.75,3.0
2018-07,ICT,24.5,20.44
2018-07,IMM,18.49,4.53
2018-07,INDUS,23.52,8.7
2018-07,INSUR,14.16,10.25
2018-07,MEDIA,,2.59
2018-07,MINE,6.1,5.61
2018-07,PAPER,17.91,29.44
2018-07,PERSON,22.52,9.32
2018-07,PETRO,11.66,18.36
2018-07,PF&REIT,,
2018-07,PKG,17.71,9.22
2018-07,PROF,15.68,9.73
2018-07,PROP,17.39,9.98
2018-07,PROPCON,34.14,2.42
2018-07,RESOURC,67.24,3.56
2018-07,SERVICE,,-2.4
2018-07,STEEL,17.56,1.95
2018-07,TECH,95.64,4.76
2018-07,TOURISM,24.69,10.36
2018-07,TRANS,42.16,10.27
2018-08,AGRI,15.49,8.17
2018-08,AGRO,,-1.41
2018-08,AUTO,14.25,11.19
2018-08,BANK,11.92,10.45
2018-08,COMM,29.55,16.5
2018-08,CONMAT,14.61,13.55
2018-08,CONS,49.24,5.28
2018-08,CONSUMP,29.41,13.43
2018-08,ENERG,13.34,14.75
2018-08,ETRON,20.13,10.7
2018-08,FASHION,13.95,5.25
2018-08,FIN,20.48,17.78
2018-08,FINCIAL,31.15,4.84
2018-08,FOOD,20.86,9.97
2018-08,HELTH,36.99,16.0
2018-08,HOME,25.18,3.0
2018-08,ICT,19.02,20.44
2018-08,IMM,20.35,4.53
2018-08,INDUS,19.89,8.7
2018-08,INSUR,14.58,10.25
2018-08,MEDIA,,2.59
2018-08,MINE,8.52,5.61
2018-08,PAPER,13.69,29.44
2018-08,PERSON,23.64,9.32
2018-08,PETRO,10.52,18.36
2018-08,PF&REIT,,
2018-08,PKG,16.02,9.22
2018-08,PROF,15.99,9.73
2018-08,PROP,18.5,9.98
2018-08,PROPCON,73.82,2.42
2018-08,RESOURC,46.85,3.56
2018-08,SERVICE,,-2.4
2018-08,STEEL,16.06,1.95
2018-08,TECH,76.19,4.76
2018-08,TOURISM,22.29,10.36
2018-08,TRANS,38.87,10.27
2018-09,AGRI,16.98,8.17
2018-09,AGRO,,-1.41
2018-09,AUTO,14.34,11.19
2018-09,BANK,12.08,10.45
2018-09,COMM,30.57,16.5
2018-09,CONMAT,14.64,13.55
2018-09,CONS,53.0,5.28
2018-09,CONSUMP,32.44,13.43
2018-09,ENERG,13.93,14.75
2018-09,ETRON,19.84,10.7
2018-09,FASHION,13.53,5.25
2018-09,FIN,22.75,17.78
2018-09,FINCIAL,32.9,4.84
2018-09,FOOD,21.27,9.97
2018-09,HELTH,37.29,16.0
2018-09,HOME,25.38,3.0
2018-09,ICT,18.73,20.44
2018-09,IMM,20.19,4.53
2018-09,INDUS,20.54,8.7
2018-09,INSUR,14.66,10.25
2018-09,MEDIA,,2.59
2018-09,MINE,8.52,5.61
2018-09,PAPER,13.33,29.44
2018-09,PERSON,24.92,9.32
2018-09,PETRO,10.43,18.36
2018-09,PF&REIT,,
2018-09,PKG,15.73,9.22
2018-09,PROF,17.93,9.73
2018-09,PROP,18.82,9.98
2018-09,PROPCON,83.39,2.42
2018-09,RESOURC,46.85,3.56
2018-09,SERVICE,,-2.4
2018-09,STEEL,16.25,1.95
2018-09,TECH,82.87,4.76
2018-09,TOURISM,22.98,10.36
2018-09,TRANS,38.8,10.27
2018-10,AGRI,16.95,7.03
2018-10,AGRO,,0.17
2018-10,AUTO,13.4,10.66
2018-10,BANK,11.6,10.23
2018-10,COMM,28.94,15.94
2018-10,CONMAT,13.66,12.68
2018-10,CONS,49.41,2.2
2018-10,CONSUMP,33.39,11.51
2018-10,ENERG,13.05,12.03
2018-10,ETRON,18.37,10.76
2018-10,FASHION,13.37,5.71
2018-10,FIN,21.97,17.03
2018-10,FINCIAL,31.0,4.02
2018-10,FOOD,20.55,9.86
2018-10,HELTH,36.1,14.71
2018-10,HOME,23.89,1.65
2018-10,ICT,18.64,15.58
2018-10,IMM,18.73,3.3
2018-10,INDUS,19.27,5.93
2018-10,INSUR,14.34,9.21
2018-10,MEDIA,,6.9
2018-10,MINE,7.75,0.03
2018-10,PAPER,12.85,31.48
2018-10,PERSON,18.94,8.54
2018-10,PETRO,9.8,15.13
2018-10,PF&REIT,,
2018-10,PKG,15.87,9.77
2018-10,PROF,17.87,8.9
2018-10,PROP,17.56,10.04
2018-10,PROPCON,63.35,3.53
2018-10,RESOURC,43.83,2.94
2018-10,SERVICE,,1.96
2018-10,STEEL,16.29,-3.38
2018-10,TECH,75.26,-1.17
2018-10,TOURISM,21.82,8.05
2018-10,TRANS,37.5,6.58
2018-11,AGRI,14.83,7.03
2018-11,AGRO,,0.17
2018-11,AUTO,11.93,10.66
2018-11,BANK,11.16,10.23
2018-11,COMM,28.1,15.94
2018-11,CONMAT,14.85,12.68
2018-11,CONS,31.19,2.2
2018-11,CONSUMP,29.69,11.51
2018-11,ENERG,11.67,12.03
2018-11,ETRON,16.46,10.76
2018-11,FASHION,13.64,5.71
2018-11,FIN,18.17,17.03
2018-11,FINCIAL,39.48,4.02
2018-11,FOOD,20.93,9.86
2018-11,HELTH,35.96,14.71
2018-11,HOME,33.05,1.65
2018-11,ICT,17.61,15.58
2018-11,IMM,22.87,3.3
2018-11,INDUS,19.54,5.93
2018-11,INSUR,12.24,9.21
2018-11,MEDIA,25222.95,6.9
2018-11,MINE,13.36,0.03
2018-11,PAPER,10.0,31.48
2018-11,PERSON,16.86,8.54
2018-11,PETRO,8.96,15.13
2018-11,PF&REIT,,
2018-11,PKG,14.46,9.77
2018-11,PROF,12.55,8.9
2018-11,PROP,17.33,10.04
2018-11,PROPCON,38.14,3.53
2018-11,RESOURC,34.84,2.94
2018-11,SERVICE,,1.96
2018-11,STEEL,15.18,-3.38
2018-11,TECH,56.71,-1.17
2018-11,TOURISM,21.4,8.05
2018-11,TRANS,36.5,6.58
2018-12,AGRI,12.69,7.03
2018-12,AGRO,,0.17
2018-12,AUTO,11.27,10.66
2018-12,BANK,10.67,10.23
2018-12,COMM,27.61,15.94
2018-12,CONMAT,14.21,12.68
2018-12,CONS,28.29,2.2
2018-12,CONSUMP,21.9,11.51
2018-12,ENERG,10.89,12.03
2018-12,ETRON,16.07,10.76
2018-12,FASHION,13.37,5.71
2018-12,FIN,16.93,17.03
2018-12,FINCIAL,36.36,4.02
2018-12,FOOD,19.58,9.86
2018-12,HELTH,34.0,14.71
2018-12,HOME,30.77,1.65
2018-12,ICT,16.53,15.58
2018-12,IMM,21.34,3.3
2018-12,INDUS,18.31,5.93
2018-12,INSUR,11.57,9.21
2018-12,MEDIA,1426.74,6.9
2018-12,MINE,13.36,0.03
2018-12,PAPER,9.05,31.48
2018-12,PERSON,14.5,8.54
2018-12,PETRO,8.25,15.13
2018-12,PF&REIT,,
2018-12,PKG,13.45,9.77
2018-12,PROF,11.0,8.9
2018-12,PROP,16.19,10.04
2018-12,PROPCON,35.72,3.53
2018-12,RESOURC,31.11,2.94
2018-12,SERVICE,,1.96
2018-12,STEEL,14.28,-3.38
2018-12,TECH,49.96,-1.17
2018-12,TOURISM,20.32,8.05
2018-12,TRANS,36.59,6.58
2019-01,AGRI,13.83,3.8
2019-01,AGRO,,2.51
2019-01,AUTO,11.87,10.37
2019-01,BANK,11.04,10.11
2019-01,COMM,29.72,15.54
2019-01,CONMAT,15.28,12.93
2019-01,CONS,30.13,4.92
2019-01,CONSUMP,22.72,10.44
2019-01,ENERG,11.62,10.45
2019-01,ETRON,16.3,10.49
2019-01,FASHION,13.06,5.58
2019-01,FIN,17.1,16.19
2019-01,FINCIAL,39.2,2.54
2019-01,FOOD,21.35,9.84
2019-01,HELTH,33.39,16.2
2019-01,HOME,31.61,1.03
2019-01,ICT,19.12,15.41
2019-01,IMM,22.71,1.48
2019-01,INDUS,18.31,6.06
2019-01,INSUR,11.89,8.62
2019-01,MEDIA,123.54,5.31
2019-01,MINE,14.36,-0.84
2019-01,PAPER,10.19,31.64
2019-01,PERSON,16.57,7.08
2019-01,PETRO,7.77,12.99
2019-01,PF&REIT,,
2019-01,PKG,13.94,10.05
2019-01,PROF,12.84,8.01
2019-01,PROP,17.21,11.01
2019-01,PROPCON,36.69,3.03
2019-01,RESOURC,34.28,1.31
2019-01,SERVICE,,2.62
2019-01,STEEL,16.23,-4.81
2019-01,TECH,54.88,-0.88
2019-01,TOURISM,21.83,6.68
2019-01,TRANS,39.1,5.3
2019-02,AGRI,15.86,3.8
2019-02,AGRO,,2.51
2019-02,AUTO,12.4,10.37
2019-02,BANK,11.18,10.11
2019-02,COMM,29.57,15.54
2019-02,CONMAT,16.22,12.93
2019-02,CONS,88.11,4.92
2019-02,CONSUMP,24.75,10.44
2019-02,ENERG,14.12,10.45
2019-02,ETRON,16.75,10.49
2019-02,FASHION,13.12,5.58
2019-02,FIN,17.18,16.19
2019-02,FINCIAL,48.93,2.54
2019-02,FOOD,21.96,9.84
2019-02,HELTH,34.85,16.2
2019-02,HOME,46.64,1.03
2019-02,ICT,19.97,15.41
2019-02,IMM,26.3,1.48
2019-02,INDUS,20.91,6.06
2019-02,INSUR,13.83,8.62
2019-02,MEDIA,50.35,5.31
2019-02,MINE,,-0.84
2019-02,PAPER,9.2,31.64
2019-02,PERSON,17.76,7.08
2019-02,PETRO,9.68,12.99
2019-02,PF&REIT,,
2019-02,PKG,13.82,10.05
2019-02,PROF,12.16,8.01
2019-02,PROP,16.98,11.01
2019-02,PROPCON,38.71,3.03
2019-02,RESOURC,32.64,1.31
2019-02,SERVICE,,2.62
2019-02,STEEL,28.46,-4.81
2019-02,TECH,61.77,-0.88
2019-02,TOURISM,28.36,6.68
2019-02,TRANS,41.87,5.3
2019-03,AGRI,15.72,3.8
2019-03,AGRO,1517.67,2.51
2019-03,AUTO,11.95,10.37
2019-03,BANK,10.71,10.11
2019-03,COMM,28.64,15.54
2019-03,CONMAT,15.95,12.93
2019-03,CONS,67.72,4.92
2019-03,CONSUMP,21.31,10.44
2019-03,ENERG,14.12,10.45
2019-03,ETRON,15.58,10.49
2019-03,FASHION,11.74,5.58
2019-03,FIN,17.85,16.19
2019-03,FINCIAL,44.36,2.54
2019-03,FOOD,21.79,9.84
2019-03,HELTH,36.31,16.2
2019-03,HOME,58.73,1.03
2019-03,ICT,23.23,15.41
2019-03,IMM,29.74,1.48
2019-03,INDUS,25.11,6.06
2019-03,INSUR,13.7,8.62
2019-03,MEDIA,61.01,5.31
2019-03,MINE,,-0.84
2019-03,PAPER,8.36,31.64
2019-03,PERSON,18.43,7.08
2019-03,PETRO,9.21,12.99
2019-03,PF&REIT,,
2019-03,PKG,13.18,10.05
2019-03,PROF,14.35,8.01
2019-03,PROP,15.64,11.01
2019-03,PROPCON,38.56,3.03
2019-03,RESOURC,71.56,1.31
2019-03,SERVICE,84.44,2.62
2019-03,STEEL,147.44,-4.81
2019-03,TECH,,-0.88
2019-03,TOURISM,28.1,6.68
2019-03,TRANS,60.04,5.3
2019-04,AGRI,16.25,3.71
2019-04,AGRO,1590.14,1.79
2019-04,AUTO,12.14,8.84
2019-04,BANK,10.69,10.12
2019-04,COMM,29.33,16.15
2019-04,CONMAT,15.46,11.49
2019-04,CONS,71.16,4.85
2019-04,CONSUMP,21.17,8.86
2019-04,ENERG,14.66,10.36
